content,creationTime,nickname,referenceName,content_type
宝贝收到了，已安装完毕，用了两天才来评价，东西确实不错，可以保温，特别省电，款式新颖别致，很高大尚，比以前的?多了，安装师傅也特别给力，很开心的一次购物,2018-10-27 05:52:13,j***v,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
用了一星期，非常好用，值得购买,2018-10-27 03:16:26,j***q,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
非常完美己经使用了非常不错，当天收货当天安装????,2018-10-27 03:13:14,a***0,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
很好用,2018-10-27 01:08:46,周***明,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
购买电热水器，京东的发货速度很快，客服的服务也很热情周到，当天下单就有客服来电话联系，确认订单的具体内容，收货地址，以及收货的注意事项，并讲述对向厂家报装的具体操作，如果京东能把安装这块也能纳入服务内容，真是卖家购物无忧了，因为年纪大的人对相关的联系不是很熟，不知如何操作，有点迷茫。送货的工作人员服务热情把送货到指定的楼层，安装师傅按时到达，着装整齐，技术熟练，服务热情。热水器看满意，热水器初次加热差不多要四十分钟到指定温度，是否好用，等用一段时间后再评价。,2018-10-26 23:38:10,光***1,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
配送员辛苦了！好好评！,2018-10-26 23:19:21,j***0,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
"送货速度：好评！用京东以来京东的配货都是非常放心的。一直给送到屋里。
安装：和师傅预约时间还是比较准时的，师傅态度挺好。安装有一定的费用，明码标价，官方收费，要用就用，不用师傅不强制。
目前还没有使用，用了再过来追评。",2018-10-26 23:18:44,f***2,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
外观漂亮，实用，便宜，用起来很好,2018-10-26 23:07:19,j***e,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
第二天送货上门，师傅上门安装，只收取材料费*元，应自己有动手能力，花*元搞定！用了半个月，一切正常！！,2018-10-26 23:04:24,h***1,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
家里的热水器坏了新换的美的的，感觉非常好，一直在京东买东西,2018-10-26 23:01:53,1***m,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
送货很快，态度也很好，联系售后来安装的，安装工人也很负责，美的是大牌子，信得过。,2018-10-26 22:56:55,l***6,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
买回家用了很好用，温控好，加热快，热水器美观大气,2018-10-26 22:51:32,j***s,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
不错，挺好的！师傅安装的也很快，调试的很好！,2018-10-26 22:29:58,l***4,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
热水器质量挺好的，外观好看，很实用,2018-10-26 22:24:13,佳***8,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
不错,2018-10-26 22:19:15,j***f,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
刚开始用，过段时间在追评,2018-10-26 22:14:53,z***8,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
热水器还可以，就是安装的配件太贵了（四百多）。差不多是热水器的一半。,2018-10-26 21:53:19,j***i,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
送货快，显示27号送提前两天就送到了，安装师傅干活利索细心一会儿工夫就完成了，给大赞赞赞赞??????,2018-10-26 21:52:45,l***9,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
已装完毕，服务周到。用着也方便。推荐。,2018-10-26 21:52:19,w***8,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
物有所值,2018-10-26 21:46:11,b***s,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
质量很好，安装师傅态度好，值得信赖好品牌,2018-10-26 21:41:35,j***o,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
热水器挺好的。加热速度挺快，热水挺足。容量很大够用。并且很方便。长得也很漂亮。安装师傅很细心。预约了很快就来了。而且装得特别快。这个价位买到这样的热水器。可以说是很值了。,2018-10-26 21:40:28,j***t,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
都很棒 安装后在来评价,2018-10-26 21:37:07,j***b,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
真的是迅速第二天就收到了....送货师傅人很好...安装费*元...还可以吧！,2018-10-26 21:26:42,j***n,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
不错！还没收到货售后就打电话给我安排安装时间！真好！可是我给农村老家装，就没有麻烦售后，主要太远，所以就没让售后安装师傅来！不够油钱！,2018-10-26 21:25:11,137*****545_p,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
晚上下单第二天就到了，好开心，特地用了一段时间才过来评论的。没有毛病，放心购买，比实体店便宜好多～,2018-10-26 20:59:38,年***运,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
产品为正品，尺寸合适，安装服务也挺好。好评,2018-10-26 20:58:09,l***k,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
收到货了，值得一赞的是快递员的服务态度超好，预约送货时间，送到步梯的8楼楼房，态度十分好???，安装还要给的费用用了*元???,2018-10-26 20:57:11,j***咪,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
好评,2018-10-26 20:54:05,樊***州,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
宝贝很好用，2100瓦和1300瓦两个档次变换，保温性能良好。物超所值。,2018-10-26 20:51:54,j***f,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
总体来说还行吧。成本算下来1000多，就是温度调节那里不好掌握，小手抖一抖，温度烧成狗。,2018-10-26 20:38:40,旹***飛,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
京东商城真的好快啊速度    前天下单  今早上就到货了  中午售后服务就安装调试好了,2018-10-26 20:33:33,景***北,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
还没使用，等使用后再来追评,2018-10-26 20:31:14,j***7,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
热水器很好，安装师傅很负责，家里的家电都是选择美的，有保障。,2018-10-26 20:14:00,j***7,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
我是我们村第一个在网上上买东西的人，因为我们村子比较落后，大部分的人没有网购的条件，他们一般都是在村东头的小卖部购买生活所需。当听说我在网上买东西后，整个村子都沸腾了。平常他们都是买*元以下的东西，这次知道我再网上买了个*的商品，都指责我败家。村长带着所有人跑到我家里问我爸，说我是不是疯了，不要带坏了村民。为此我老爸还罚我跪了3天3夜，低4天的时候，我们被一阵汽车轰鸣声惊醒，原来是送快递的来了，我们村的第一个快递，不多久就把全村人吸引而来。我怀着忐忑又激动的心情接过包裹。小心翼翼的拆开包裹后，我感觉自己快疯了，天啊，这颜色，这手感，这质量，这稀奇。只怪我读书少，无法表达对这个宝贝的喜爱。村里质疑我的人都争先恐后的把玩着我的这个宝贝，因为只有在报纸上才能看到的东西，居然就在眼前，简直不敢相信。我骄傲的站在广播室，大声的宣告，这是我最满意的一次网购。请大家相信我，也相信网购。我很无奈为了礼品#啦,2018-10-26 20:06:02,j***发,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
"第一天晚上下单，第二天送到，第三天安装完毕，京东就是快；
安装也专业。
???",2018-10-26 19:43:31,多***爹,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
售后服务人员态度恶劣，额外乱收费用，到现在还未进行安装，短信显示已经安装，垃圾，失望失望失望！！！,2018-10-26 19:40:41,小***9,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
速度快东西好，网购就是京东。,2018-10-26 19:35:05,赵***广,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
我已使用过了挺不错的，很成功的一次网购,2018-10-26 19:13:13,w***z,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
安装很贵，其他很便宜,2018-10-26 19:11:15,聚***1,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
用着很完美！,2018-10-26 18:31:14,U***4,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
昨天在京东上买的，今天就送到了，给快递哥点赞等安装好了在追评,2018-10-26 18:28:24,j***r,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
安装师傅很棒！很有活力！活力四射！！！棒棒哒,2018-10-26 18:04:59,j***q,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
商品美观，用了一段时间了觉得很不错，与描述相符合。值得推荐～,2018-10-26 17:47:07,江***色,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
服务没得说，舒心,2018-10-26 17:46:53,辛***堂,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
热水器中午收到，下午安装师傅就来了，师傅很细心，一会就安装好了，还教你怎么用，给评五星。,2018-10-26 17:25:53,jd_173038zix,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
送货，安装速度很快，安装师傅服务也特别好。美的热水器美观大方，加热很快，功能很简单，老人都会用。价格也很好。质量肯定也很好。下次还要介绍朋友买美的热水器。,2018-10-26 17:15:43,4***6,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
配送师傅非常不错，比原送货低调多送了五公里也没二话，百分百好评！,2018-10-26 17:13:03,卢***挺,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
超级划算，比实体店便宜，售后服务人员态度很好。,2018-10-26 17:00:49,j***3,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
拍给姐姐的，说是已安装，效果后面再追评!,2018-10-26 16:40:53,无***8,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
可以，师傅很耐心，装的很好，暂时没用。,2018-10-26 16:39:04,j***r,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
物流非常快，快递小哥人很好,2018-10-26 16:37:46,j***e,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
热水器，很理想的一样，太给力了,2018-10-26 16:30:35,j***l,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
好,2018-10-26 16:27:47,J***8,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
热水器不错的  安装师傅热情周到,2018-10-26 16:23:48,j***丽,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
一般,2018-10-26 16:21:40,小***男,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
安装师傅技术好，考虑周到，很满意！大品牌值得信赖！,2018-10-26 16:19:13,哈***塔,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
送货讲解检查认真，服务好,2018-10-26 16:14:50,f***n,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
给父母买的机器，也不知道质量如何，只是父母说安装人员去安装，要安装费和材料费*块。买热水器不配管件吗？要这么多安装费？我家里用的史密斯安装可没要这个费用，所以买时需谨慎！,2018-10-26 16:07:11,b***7,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
快递超快，安装师傅服务很好,2018-10-26 16:03:49,j***o,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
东西已送到，希望不要让我失望,2018-10-26 15:52:54,w***h,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
好,2018-10-26 15:52:14,4***X,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
货品安全到达，安装师傅服务态度很好，组装完成与网上没有差异，一次良好的购物体验，祝店主事业兴旺发达！,2018-10-26 15:23:26,f***y,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
安装师傅服务态度好,2018-10-26 15:18:11,金***雪,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
派送师傅认真负责，安装师傅也很负责ヾ(????)?~,2018-10-26 15:13:40,一***强,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
已收货，非常感谢非常感谢。,2018-10-26 14:47:13,s***o,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
刚安装好，希望好用，物流快,2018-10-26 14:40:29,j***h,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
五行好评,2018-10-26 14:39:28,1***0,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
因为上一个热水器包装有损坏，造成外壳有坑和划痕，这个是换新的，外表挺好的，还没安装使用，待安装使用后再评价。,2018-10-26 14:36:50,g***1,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
好评,2018-10-26 14:31:37,1***3,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
"加厚聚氨酯整体发泡保温层，保温节能效果更好;保温；采用防干烧、防超温、防漏电、防高水压等多重保护装置以及IP&times;4级防水设计，使用寿命长，节能省电；超长低热负荷发热管，寿命更长、防电墙设计，线条流畅安装师傅很负责，调试好了。

看了很多款热水器，最终选择美的（Midea）60升电热水器 5倍增容90S速热 A+能效 遥控预约 LED触控大屏 F6030-A6(HEY)。首先机器外型高端大气上档次，可以远程遥控，触屏效果很好，操作简便，加热速度快，保温效果不错，该机型有e+增容，变容，预约，水温显示，防电墙，加热倒计时显示，热水剩余量显示等各种实用功能，真心方便，我们家人都很喜欢。",2018-10-26 14:26:53,J***g,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
东西送货和服务都很好，就是忘记要求开发票了，京东客服能联系一下吗,2018-10-26 14:14:20,LKZPKIklxlhb,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
此用户未填写评价内容,2018-10-26 14:07:44,j***x,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
此用户未填写评价内容,2018-10-26 13:59:50,真***行,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
已经用了一段时间了，原来家里的应该也是这款，用顺了手了。,2018-10-26 13:33:36,d***2,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
热水器还不错，准备启用。就挂一下，装两节管，安装费190，还是有点小贵,2018-10-26 13:28:45,三***2,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
挺好,2018-10-26 13:23:24,酒***五,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
师傅很专业，服务态度也很好，提前约好我们的方便时间上门安装的。非常棒！,2018-10-26 13:15:39,j***p,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
热水器不错，安装师傅很认真,2018-10-26 13:02:05,玄***极,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
质量不错，加热快的很。值得购买,2018-10-26 13:01:59,j***了,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
东西收到了，就是改没有装。天气越来越冷了，期待好用。,2018-10-26 12:58:49,jd_151387kvs,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
热水器不错送货很快安装也给力！！！,2018-10-26 12:55:50,j***d,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
安装师傅服务态度好，五星好评,2018-10-26 12:55:35,j***n,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
大品牌，质量信得过，家电一直用美的，物有所值，发货速度，客户热情，安装师傅服务态度很好，用了几天感觉还不错，希望后面应该也不会出现问题，值得大家购买，祝卖家生意兴隆。,2018-10-26 12:49:43,j***5,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
安装满意非常好,2018-10-26 12:49:01,w***a,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
京东家电，值得信赖！,2018-10-26 12:41:48,4***2,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
安装好了，虽然收了安装费，安装效果还可以。,2018-10-26 12:41:43,爱***趣,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
京东家电，值得信赖！,2018-10-26 12:39:39,4***2,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
京东家电，值得信赖！,2018-10-26 12:39:31,4***2,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
美丽值得信赖的品牌，京东购物省时省力省心,2018-10-26 12:38:15,x***m,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
售后不错，就是电线有点短，这个怪线路，宝贝还是很不错的,2018-10-26 12:27:11,j***年,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
京东配送员服务很好！,2018-10-26 12:14:22,3***3,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
京东配送员服务很好！,2018-10-26 12:14:10,3***3,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
京东配送员服务很好！,2018-10-26 12:13:33,3***3,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
此用户未填写评价内容,2018-10-26 12:12:52,E***命,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
京东配送员服务很好！,2018-10-26 12:10:44,3***3,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
商品很不错，物流也很快，当天就安装了。,2018-10-26 12:06:09,j***n,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
用着还可以！就是安装材料费有点多！花了*块&hellip;&hellip;服务态度挺好的&hellip;&hellip;送货挺快的！花洒软管什么的都要另买的&hellip;&hellip;里面没有的！,2018-10-26 11:57:42,M***0,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
超级的快递为京东点赞?,2018-10-26 11:29:13,金***1,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
服务特好    下次还继续光顾??,2018-10-26 11:27:04,s***0,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
还不错，就看质量了,2018-10-26 11:24:28,w***0,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
物流到安装只需两天～安装专业,2018-10-26 11:19:50,j***9,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
外观好看，烧水速度快，遥控有点鸡肋,2018-10-26 11:18:44,今***呢,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
包装完美，物流速度超级快，特别是安装速度，早上物流到了，预约好后，下午安装师傅就过来安装了，很仔细，安装好够测试正常才走，加热速度很快，储水量大，可以洗好几个人了，做工厚实，保修八年，美的，值得信赖！以后还会购买！,2018-10-26 11:14:12,潕***玳,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
产品还可以 会继续支持的 谢谢,2018-10-26 11:12:02,Z***e,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
非常好,2018-10-26 10:37:16,X***H,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
送货师傅很给力，就是售后说今天安不上扫兴一些！好评,2018-10-26 10:28:11,m***r,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
还不错，看着挺好的~好评了~,2018-10-26 10:27:14,E***s,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
之前一直犹豫要买海尔还是美的热水器，最后还是选择了美的的热水器，京东物流很快，头天下午5点多买的，第二天上午就到了，因为是农村快递师傅还给送到家里真的不容易&hellip;美的热水器外观挺满意的，大屏幕，方便操作，变频省电噪音小双管速热，而且师傅安装服务很好！,2018-10-26 10:08:21,原***惰,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
服务态度很好。没有收费。 安装师傅还弄了袋子。免得打眼有灰,2018-10-26 09:56:39,习***腻,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
物流快，服务好,2018-10-26 09:55:15,5***9,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
自己安装的，感觉挺好，20度左右的天气烧水挺快的,2018-10-26 09:54:17,睡***e,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
物流快，服务好,2018-10-26 09:50:40,5***9,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
家里在装修，热水器还不能用，不过整体的服务不错，送货也快，上门安装也好！,2018-10-26 09:43:43,j***2,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
服务很好，热水器还没用，用过后再来评论,2018-10-26 09:36:43,j***b,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
热水器不错，加热快，送货和安装安排都挺快，送货师傅和安装师傅态度好，不过感觉安装的高度有点高，比洗手间推拉门都要高，我155身高，热水器操作屏和花洒需要稍微踮起脚才好操作和拿放，安装用的一套水管和花洒需要支付*元，稍微有点贵，因为花洒质量很一般，但我自己没提前买，所以先勉强用着，总体来说热水器好评,2018-10-26 09:26:02,j***8,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
大品牌值得信赖，到货很快，包装完好，无损坏。预约了安装，师傅很好，很热情，不会乱收费用。安装也很快，一会就装好了。很漂亮。,2018-10-26 09:15:24,j***逆,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
给老妈买的，之前用的太阳能坏了，这个冬天可以暖暖了，一直信赖的品牌！,2018-10-26 08:49:36,夏***儿,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
物流很及时，送货人员服务态度很好，售后安装也很及时！,2018-10-26 08:36:52,N***0,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
不错很好，物流超快，安装很急时，物流师父和安装师父服务很好，以后还上京东商城去买美的产品服务一级棒,2018-10-26 08:35:56,M***H,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
原厂产品，款式，颜色和网上介绍的一样，很好用！出热水很快！,2018-10-26 08:35:38,N***0,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
很满意，第一次金东买电器,2018-10-26 08:28:18,a***a,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
己经买过几台了感觉还行吧,2018-10-26 08:18:03,大***吓,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
已安装，还没正式使用。不过安装费可是够高的，赶上半个热水器的价了。这是不是套路？,2018-10-26 07:50:25,j***4,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),pos
