content_type,index_content,nature,word,index_word
pos,108,v,操作,11
pos,108,a,简洁,12
pos,108,s,家里,13
pos,108,n,老人,14
pos,108,n,一学,15
pos,108,a,不错,16
pos,108,n,品牌,17
pos,108,v,值得,18
pos,108,n,信赖,19
pos,111,s,家里,0
pos,111,n,品牌,1
pos,111,n,性价比,2
pos,111,a,高,3
pos,111,v,值得,4
pos,111,n,信赖,5
pos,111,j,家电,6
pos,111,v,搞定,7
pos,111,v,配送,8
pos,111,a,快捷,9
pos,111,l,打电话,10
pos,111,v,预约,11
pos,111,v,安装,12
pos,111,v,安装,13
pos,111,nr,师傅,14
pos,111,vn,统一,15
pos,111,v,着装,16
pos,111,a,干活,17
pos,111,n,效率高,18
pos,111,v,满意,19
pos,112,d,真心,0
pos,112,a,不错,1
pos,112,n,品牌,2
pos,112,v,值得,3
pos,112,n,信赖,4
pos,112,v,安装,5
pos,112,nr,师傅,6
pos,112,n,态度,7
pos,112,n,速度,8
pos,112,d,很快,9
pos,112,v,不到,10
pos,112,n,小时,11
pos,112,v,安装,12
pos,112,n,管件,13
pos,112,n,收费,14
pos,112,n,质量,15
pos,112,a,不错,16
pos,112,v,赞,17
pos,112,n,效果,18
pos,113,v,收到,0
pos,113,t,当天,1
pos,113,t,下午,2
pos,113,v,安装,3
pos,113,n,人员,4
pos,113,ns,上门,5
pos,113,v,安装,6
pos,113,n,老婆,7
pos,113,v,满意,8
pos,113,n,容量,9
pos,113,n,外观,10
pos,113,n,大气,11
pos,113,b,上档次,12
pos,113,v,满意,13
pos,113,n,购物,14
pos,113,vn,服务,15
pos,113,l,没话说,16
pos,113,n,物流,17
pos,113,n,速度,18
pos,113,n,客户,19
pos,113,n,客服,20
pos,113,v,安装,21
pos,113,v,回,22
pos,113,n,电话,23
pos,113,n,问安,24
pos,113,v,装满,25
pos,113,v,满意,26
pos,113,n,售后,27
pos,113,n,电话,28
pos,113,vn,服务,29
pos,113,d,满分,30
pos,114,v,快递,0
pos,114,n,小哥,1
pos,114,vn,服务,2
pos,114,d,特别,3
pos,114,v,到位,4
pos,114,v,送到,5
pos,114,n,八楼,6
pos,114,a,辛苦,7
pos,114,f,外面,8
pos,114,v,下着,9
pos,114,n,大雨,10
pos,114,v,安装,11
pos,114,n,人员,12
pos,114,b,唯一,13
pos,114,n,配件,14
pos,114,nr,小贵,15
pos,114,v,包装,16
pos,120,m,第二天,0
pos,120,v,送到,1
pos,120,a,很棒,2
pos,120,v,安装,3
pos,120,nr,师傅,4
pos,120,v,感谢,5
pos,121,n,品质,0
pos,121,v,值得,1
pos,121,n,信赖,2
pos,121,vn,服务,3
pos,121,v,值得,4
pos,121,m,点,5
pos,121,v,赞,6
pos,121,v,感谢,7
pos,121,nr,曹,8
pos,121,nr,师傅,9
pos,121,v,安装,10
pos,121,n,专业,11
pos,121,n,下雨天,12
pos,121,n,衣服,13
pos,121,a,湿,14
pos,121,i,非常感谢,15
pos,121,n,信赖,16
pos,123,n,质量,0
pos,123,v,可靠,1
pos,123,n,大功率,2
pos,123,a,舒服,3
pos,123,a,不错,4
pos,123,v,安装,5
pos,123,v,安,6
pos,123,v,花,7
pos,123,m,一百块,8
pos,123,n,钱,9
pos,123,n,省心,10
pos,126,a,很棒,0
pos,126,n,牌子,1
pos,126,t,八年,2
pos,126,j,质保,3
pos,126,v,值得,4
pos,126,n,信赖,5
pos,126,v,安装,6
pos,126,nr,师傅,7
pos,126,a,有心,8
pos,126,v,安装,9
pos,126,v,还给,10
pos,126,nz,打扫卫生,11
pos,126,v,满意,12
pos,126,nz,五星,13
pos,126,v,好评,14
pos,128,n,物流,0
pos,128,m,两天,1
pos,128,n,价格,2
pos,128,v,回到,3
pos,128,vn,自营,4
pos,128,v,满意,5
pos,128,v,安装,6
pos,128,nr,师傅,7
pos,128,i,服务周到,8
pos,128,n,功率,9
pos,128,n,瓦,10
pos,128,n,烧水,11
pos,128,d,慢点,12
pos,130,v,收到,0
pos,130,n,货,1
pos,130,ns,上门,2
pos,130,v,安装,3
pos,130,n,服务态度,4
pos,130,v,超好,5
pos,130,v,安装,6
pos,130,n,花钱,7
pos,130,v,花,8
pos,130,n,钱,9
pos,130,n,实体店,10
pos,130,v,强多,11
pos,130,a,便宜,12
pos,133,v,加热,0
pos,133,n,太阳能,1
pos,133,v,安装,2
pos,133,nr,师傅,3
pos,133,n,功夫,4
pos,133,v,安装,5
pos,133,d,很快,6
pos,133,a,不错,7
pos,133,v,推荐,8
pos,133,n,价格便宜,9
pos,134,n,品牌,0
pos,134,v,值得,1
pos,134,n,信任,2
pos,134,v,送货,3
pos,134,n,速度,4
pos,134,v,超快,5
pos,134,v,安装,6
pos,134,nr,师傅,7
pos,134,b,非常热心,8
pos,134,nz,五星,9
pos,134,v,好评,10
pos,135,n,好长时间,0
pos,135,t,昨天,1
pos,135,v,加热,2
pos,135,n,速度,3
pos,135,v,挺快,4
pos,135,a,简单,5
pos,135,vn,遥控,6
pos,135,v,没给,7
pos,135,v,送,8
pos,135,n,客服,9
pos,135,v,补发,10
pos,135,n,卖家,11
pos,135,n,总会,12
pos,135,v,亲,13
pos,135,v,找,14
pos,135,v,找,15
pos,135,n,朋友,16
pos,135,v,扔,17
pos,135,f,外面,18
pos,135,a,不错,19
pos,135,t,前天,20
pos,135,v,推荐,21
pos,135,r,我家,22
pos,135,s,楼上,23
pos,136,n,产品,0
pos,136,a,不错,1
pos,136,v,够用,2
pos,136,nz,美观,3
pos,136,n,家人,4
pos,136,v,满意,5
pos,136,n,老家,6
pos,136,t,近期,7
pos,136,v,购买,8
pos,136,m,一台,9
pos,138,v,安装,0
pos,138,nr,师傅,1
pos,138,v,安装,2
pos,138,a,很好,3
pos,138,n,机器,4
pos,138,a,不错,5
pos,138,v,送货,6
pos,138,d,很快,7
pos,138,v,安装,8
pos,138,d,很快,9
pos,138,v,满意,10
pos,144,n,品质,0
pos,144,n,外观,1
pos,144,ns,美,2
pos,144,n,性能,3
pos,144,d,更是,4
pos,144,a,厉害,5
pos,144,v,喜欢,6
pos,146,n,机器,0
pos,146,vn,服务,1
pos,146,v,帮,2
pos,146,v,安装,3
pos,146,v,到位,4
pos,146,nr,师傅,5
pos,146,n,热心,6
pos,146,vn,考究,7
pos,146,v,值得,8
pos,146,v,拥有,9
pos,148,n,品牌,0
pos,148,v,值得,1
pos,148,n,信赖,2
pos,148,vn,实惠,3
pos,148,v,好用,4
pos,148,n,家人,5
pos,148,v,喜欢,6
pos,149,j,家电,0
pos,149,n,样样,1
pos,149,v,值得,2
pos,149,n,信任,3
pos,152,a,不错,0
pos,152,n,哥们,1
pos,152,v,推荐,2
pos,152,m,点,3
pos,152,v,赞,4
pos,152,n,哥们,5
pos,152,v,满意,6
pos,154,v,安装,0
pos,154,nr,师傅,1
pos,154,a,耐心,2
pos,154,m,点,3
pos,154,n,插孔,4
pos,154,a,不错,5
pos,154,n,信赖,6
pos,158,a,不错,0
pos,158,n,烧水,1
pos,158,d,很快,2
pos,158,v,安装,3
pos,158,v,洗,4
pos,158,n,热水澡,5
pos,161,n,品牌,0
pos,161,v,值得,1
pos,161,n,信赖,2
pos,161,n,热水,3
pos,161,n,质量保证,4
pos,162,f,顶上,0
pos,162,nr,明珠,1
pos,162,v,照明,2
pos,162,d,最新,3
pos,162,v,安装,4
pos,162,nz,快讯,5
pos,162,v,感谢,6
pos,162,nz,双语,7
pos,162,n,高层,8
pos,162,n,楼,9
pos,162,n,业主,10
pos,162,n,本店,11
pos,162,v,支持,12
pos,162,d,简约,13
pos,162,n,时尚,14
pos,162,n,大气,15
pos,162,f,顶上,16
pos,162,nr,明珠,17
pos,162,v,照明,18
pos,162,v,装修,19
pos,162,n,买灯,20
pos,162,v,看完,21
pos,162,f,顶上,22
pos,162,nr,明珠,23
pos,162,v,做,24
pos,162,l,优惠活动,25
pos,162,vd,持续,26
pos,162,t,天天,27
pos,162,n,特价,28
pos,162,n,产品,29
pos,163,a,漂亮,0
pos,163,v,加热,1
pos,163,v,挺快,2
pos,163,v,安装,3
pos,163,nr,师傅,4
pos,163,n,产品,5
pos,163,f,外,6
pos,163,n,管子,7
pos,163,v,费,8
pos,163,v,花,9
pos,163,m,多元,10
pos,163,n,总体,11
pos,163,zg,行,12
pos,165,n,价格公道,0
pos,165,v,安装,1
pos,165,nr,师傅,2
pos,165,a,不错,3
pos,165,v,好评,4
pos,165,n,价格公道,5
pos,165,v,安装,6
pos,165,nr,师傅,7
pos,165,a,不错,8
pos,165,v,好评,9
pos,165,n,价格公道,10
pos,165,v,安装,11
pos,165,nr,师傅,12
pos,165,a,不错,13
pos,165,v,好评,14
pos,165,n,价格公道,15
pos,165,v,安装,16
pos,165,nr,师傅,17
pos,165,a,不错,18
pos,165,v,好评,19
pos,165,n,价格公道,20
pos,165,v,安装,21
pos,165,nr,师傅,22
pos,165,a,不错,23
pos,165,v,好评,24
pos,165,n,价格公道,25
pos,165,v,安装,26
pos,165,nr,师傅,27
pos,165,a,不错,28
pos,165,v,好评,29
pos,166,l,物美价廉,0
pos,166,v,加热,1
pos,166,v,安装,2
pos,166,nr,师傅,3
pos,166,n,力,4
pos,166,v,安装,5
pos,166,v,到位,6
pos,166,vn,服务,7
pos,166,n,热情,8
pos,166,v,到位,9
pos,166,v,安装,10
pos,166,v,还给,11
pos,166,v,测,12
pos,166,nz,漏电,13
pos,166,v,值得,14
pos,166,n,信赖,15
pos,167,s,家里,0
pos,167,ns,藤县,1
pos,167,v,快递,2
pos,167,q,员,3
pos,167,n,客服,4
pos,167,nz,大大的,5
pos,167,v,赞赞,6
pos,167,v,赞,7
pos,167,n,责任心,8
pos,167,s,家里,9
pos,167,n,老妈,10
pos,167,r,在家,11
pos,167,a,干活,12
pos,167,n,收货,13
pos,167,v,快递,14
pos,167,q,员,15
pos,167,n,客服,16
pos,167,v,厌烦,17
pos,167,l,打电话,18
pos,167,v,确认,19
pos,167,n,态度,20
pos,167,v,满意,21
pos,168,n,热水,0
pos,168,d,很快,1
pos,168,n,保温,2
pos,168,n,智能,3
pos,168,n,价格便宜,4
pos,169,a,简单,0
pos,169,v,够用,1
pos,169,vn,设置,2
pos,169,nr,花里胡哨,3
pos,169,nz,高科技,4
pos,169,i,华而不实,5
pos,169,n,功能,6
pos,169,z,简简单单,7
pos,169,m,一款,8
pos,169,v,洗澡,9
pos,169,v,变得,10
pos,169,vn,遥控,11
pos,169,a,一建,12
pos,169,n,保温,13
pos,169,n,省心,14
pos,171,m,九九,0
pos,171,n,感觉,1
pos,171,v,还好,2
pos,173,n,品牌,0
pos,173,v,值得,1
pos,173,n,信赖,2
pos,173,d,好好,3
pos,174,v,好评,0
pos,174,vn,活动,1
pos,174,v,购买,2
pos,174,n,价格,3
pos,174,vn,实惠,4
pos,174,v,送货,5
pos,175,v,安装,0
pos,175,d,很快,1
pos,175,n,专业,2
pos,175,m,一百个,3
pos,175,v,赞,4
pos,176,v,送货,0
pos,176,d,很快,1
pos,176,v,安装,2
pos,176,nr,师傅,3
pos,176,n,速度,4
pos,178,n,烧水,0
pos,178,v,挺快,1
pos,178,nr,师傅,2
pos,178,v,安装,3
pos,181,n,关电,0
pos,181,n,热水,1
pos,181,a,冲凉,2
pos,181,v,满意,3
pos,183,v,满意,0
pos,183,v,安装,1
pos,183,nr,师傅,2
pos,183,n,收费,3
pos,184,v,满意,0
pos,184,m,五个,1
pos,184,n,星,2
pos,186,v,满意,0
pos,186,l,货一,1
pos,186,v,发出,2
pos,186,n,时,3
pos,186,v,收到,4
pos,186,l,售后服务,5
pos,186,n,电话,6
pos,186,l,货到后,7
pos,186,l,送货员,8
pos,186,v,送到,9
pos,186,n,楼,10
pos,186,n,售后,11
pos,186,v,安装,12
pos,186,v,安装,13
pos,186,q,员,14
pos,186,zg,棒,15
pos,186,v,安装,16
pos,186,v,花,17
pos,186,n,银子,18
pos,186,m,多元,19
pos,186,d,最终,20
pos,186,v,花,21
pos,186,v,还给,22
pos,186,v,列,23
pos,186,v,列,24
pos,186,ad,明细,25
pos,186,i,真不错,26
pos,188,ns,东西,0
pos,188,vn,遥控,1
pos,188,n,智能,2
pos,188,v,控制,3
pos,188,n,省,4
pos,188,n,电,5
pos,188,v,喜欢,6
pos,188,v,液晶屏幕,7
pos,188,v,显示,8
pos,188,n,温度,9
pos,188,n,感觉,10
pos,188,v,好看,11
pos,188,n,电器,12
pos,188,ad,确实,13
pos,188,l,没话说,14
pos,188,n,品牌,15
pos,188,v,值得,16
pos,188,n,信赖,17
pos,189,nr,宝贝,0
pos,189,v,住,1
pos,189,n,地方,2
pos,189,a,旧,3
pos,189,n,房子,4
pos,189,n,收货,5
pos,189,m,第一天,6
pos,189,v,安装,7
pos,189,nr,师傅,8
pos,189,nr,师傅,9
pos,189,s,墙壁,10
pos,189,n,老式,11
pos,189,v,挂不住,12
pos,189,v,掉下来,13
pos,189,v,砸,14
pos,189,t,当天,15
pos,189,t,下午,16
pos,189,v,申请,17
pos,189,v,退货,18
pos,189,s,隔壁,19
pos,189,v,装,20
pos,189,v,安装,21
pos,189,nr,师傅,22
pos,189,v,帮忙,23
pos,189,v,装,24
pos,189,m,第二天,25
pos,189,v,换,26
pos,189,nr,师傅,27
pos,189,nr,帅哥,28
pos,189,v,装,29
pos,189,d,特别,30
pos,189,v,满意,31
pos,189,v,安装,32
pos,189,nr,帅哥,33
pos,189,v,赞,34
pos,190,n,发货,0
pos,190,n,速度,1
pos,190,n,产品,2
pos,190,a,不错,3
pos,190,vn,试用,4
pos,190,n,评价,5
pos,190,d,很好,6
pos,190,nz,大大的,7
pos,190,v,赞,8
pos,190,v,介绍,9
pos,190,n,朋友,10
pos,190,ns,莱买,11
pos,190,n,信赖,12
pos,191,n,物流,0
pos,191,v,送货,1
pos,191,v,满意,2
pos,191,v,安装,3
pos,191,n,过程,4
pos,191,v,折磨,5
pos,191,vn,服务,6
pos,191,n,队伍,7
pos,191,s,海口,8
pos,191,ns,莫大,9
pos,191,v,质疑,10
pos,191,l,安装时间,11
pos,191,d,难约,12
pos,191,v,约定,13
pos,191,n,时间,14
pos,191,b,主动,15
pos,191,n,电话,16
pos,191,m,一次次,17
pos,191,v,确认,18
pos,191,d,不上,19
pos,191,nr,师傅,20
pos,191,nr,师傅,21
pos,191,v,辞退,22
pos,191,nrt,换人,23
pos,191,t,明天,24
pos,191,v,装,25
pos,191,v,下雨,26
pos,191,t,明天,27
pos,191,v,安装,28
pos,191,r,那天,29
pos,191,n,客服,30
pos,191,v,预约,31
pos,191,n,时间,32
pos,191,nr,师傅,33
pos,191,s,门前,34
pos,191,n,时,35
pos,191,nr,师傅,36
pos,191,v,安装,37
pos,191,n,过程,38
pos,191,ad,顺利,39
pos,191,n,水路,40
pos,191,n,布置,41
pos,191,n,死板,42
pos,191,v,沟通,43
pos,191,an,困难,44
pos,191,n,过程,45
pos,191,a,愉快,46
pos,191,v,感谢,47
pos,191,nr,师傅,48
pos,191,d,最终,49
pos,191,n,建议,50
pos,191,nr,师傅,51
pos,191,v,喊,52
pos,191,d,很忙,53
pos,191,v,忘,54
pos,191,v,开,55
pos,191,n,水阀,56
pos,191,n,电源,57
pos,191,v,接上,58
pos,191,n,报警,59
pos,191,n,说明书,60
pos,191,v,解决,61
pos,191,n,收费,62
pos,191,ad,明细,63
pos,191,n,口头,64
pos,191,v,问,65
pos,191,n,收据,66
pos,191,v,放心,67
pos,191,v,拍照,68
pos,191,v,上报,69
pos,191,v,帮,70
pos,191,n,整理,71
pos,191,an,卫生,72
pos,191,nr,师傅,73
pos,191,n,卫生间,74
pos,191,v,抽,75
pos,191,v,支烟,76
pos,191,n,烟头,77
pos,191,v,扔,78
pos,191,s,地上,79
pos,191,m,一句,80
pos,191,n,话,81
pos,191,v,等不及,82
pos,191,v,确认,83
pos,191,v,收拾,84
pos,191,n,工具,85
pos,191,v,走,86
pos,191,v,喊,87
pos,191,d,很忙,88
pos,191,v,丢下,89
pos,191,m,一句,90
pos,191,v,走,91
pos,191,vn,试用,92
pos,191,v,算,93
pos,191,n,理想,94
pos,191,m,两处,95
pos,191,n,混,96
pos,191,n,水阀,97
pos,191,n,噪音,98
pos,191,a,不小,99
pos,191,vn,遥控,100
pos,191,n,电池,101
pos,191,v,盖,102
pos,191,v,不知,103
pos,191,d,未,104
pos,191,vn,研究,105
pos,191,nr,明白,106
pos,191,v,打开,107
pos,191,v,盖,108
pos,191,an,麻烦,109
pos,191,n,实事求是,110
pos,191,nr,陈述,111
pos,191,l,仅供参考,112
pos,192,n,物流,0
pos,192,v,挺快,1
pos,192,m,第天,2
pos,192,m,第天,3
pos,192,t,早上,4
pos,192,t,下午,5
pos,192,v,安装,6
pos,192,n,购物,7
pos,192,n,品牌,8
pos,192,v,值得,9
pos,192,n,信任,10
pos,192,v,维有,11
pos,192,m,一点,12
pos,192,d,不好,13
pos,192,v,安装,14
pos,192,nr,师傅,15
pos,192,n,地道,16
pos,192,n,条,17
pos,192,n,公分,18
pos,192,n,条,19
pos,192,n,公分,20
pos,192,nz,波浪,21
pos,192,n,铜,22
pos,192,nz,三通,23
pos,192,n,材料,24
pos,192,n,老婆,25
pos,192,v,查,26
pos,192,n,公司,27
pos,192,n,收费,28
pos,192,n,标准,29
pos,192,ng,语,30
pos,192,v,希望,31
pos,192,n,公司,32
pos,192,v,完善,33
pos,192,r,有个,34
pos,192,n,形象,35
pos,193,d,刚刚,0
pos,193,v,安装,1
pos,193,vn,试用,2
pos,193,a,不错,3
pos,193,v,升温,4
pos,193,v,挺快,5
pos,193,t,平时,6
pos,193,n,热水,7
pos,193,n,容量,8
pos,193,n,全家,9
pos,193,v,够用,10
pos,193,n,遥控器,11
pos,193,n,面板,12
pos,193,v,不太好,13
pos,193,v,操作,14
pos,193,d,乱,15
pos,194,n,机器,0
pos,194,a,不错,1
pos,194,v,加热,2
pos,194,v,安装,3
pos,194,nr,师傅,4
pos,194,a,熟练,5
pos,194,v,安装,6
pos,194,n,标准,7
pos,194,n,材料费,8
pos,194,nr,师傅,9
pos,194,a,耐心,10
pos,194,v,好评,11
pos,195,v,满意,0
pos,195,n,购物,1
pos,195,v,准时,2
pos,195,v,送达,3
pos,195,v,安装,4
pos,195,nr,师傅,5
pos,195,t,当天,6
pos,195,t,下午,7
pos,195,v,安装,8
pos,195,v,完毕,9
pos,195,v,收,10
pos,195,m,三十,11
pos,195,v,拆旧,12
pos,195,n,费,13
pos,195,v,安装,14
pos,195,vn,免费,15
pos,195,d,特别,16
pos,195,v,送货,17
pos,195,n,小哥,18
pos,195,v,安装,19
pos,195,nr,师傅,20
pos,195,m,点,21
pos,195,v,赞,22
pos,196,a,不错,0
pos,196,n,价格,1
pos,196,vn,实惠,2
pos,196,n,下单,3
pos,196,m,三天,4
pos,196,v,送到,5
pos,196,q,家,6
pos,196,v,到货,7
pos,196,v,安装,8
pos,196,n,时间,9
pos,196,v,满意,10
pos,197,m,第一次,0
pos,197,s,网上,1
pos,197,j,家电,2
pos,197,d,真的,3
pos,197,v,值得,4
pos,197,r,每户,5
pos,197,n,家庭,6
pos,197,v,拥有,7
pos,197,v,安装,8
pos,197,nr,师傅,9
pos,197,b,主动,10
pos,197,n,问,11
pos,197,v,安装,12
pos,197,n,态度,13
pos,199,v,还好,0
pos,199,v,到货,1
pos,199,r,有人,2
pos,199,l,打电话,3
pos,199,v,安装,4
pos,199,vn,服务,5
pos,199,a,不错,6
pos,199,v,满意,7
pos,199,v,好评,8
pos,200,a,不错,0
pos,200,n,瑕疵,1
pos,200,v,配送,2
pos,200,vn,遥控,3
pos,200,v,损坏,4
pos,200,n,客服,5
pos,200,v,补发,6
pos,200,n,总体,7
pos,200,v,算,8
pos,200,v,满意,9
pos,205,n,速度,0
pos,205,t,昨天,1
pos,205,n,下单,2
pos,205,v,到货,3
pos,205,v,安装,4
pos,205,n,速度,5
pos,205,d,很快,6
pos,205,n,客服,7
pos,205,n,态度,8
pos,205,v,送货,9
pos,205,nr,师傅,10
pos,205,vn,服务,11
pos,205,v,帮,12
pos,205,v,送到,13
pos,205,q,家,14
pos,205,v,安装,15
pos,205,nr,师傅,16
pos,205,a,不错,17
pos,205,f,外面,18
pos,205,a,便宜,19
pos,205,v,划算,20
pos,206,s,乡下,0
pos,206,l,送货上门,1
pos,206,ns,上门,2
pos,206,v,安装,3
pos,206,n,力,4
pos,206,v,送完,5
pos,206,n,货,6
pos,206,v,安装,7
pos,206,nr,师傅,8
pos,206,v,来电,9
pos,206,v,安装,10
pos,206,a,不错,11
pos,206,v,好评,12
pos,206,v,加持,13
pos,208,v,安装,0
pos,208,v,安装,1
pos,208,nr,曹勤智,2
pos,208,v,师付,3
pos,208,n,服务态度,4
pos,208,n,专业,5
pos,208,v,帮,6
pos,208,v,拆除,7
pos,208,a,旧,8
pos,208,nt,重新安排,9
pos,208,n,线路,10
pos,208,nz,美观,11
pos,208,n,家人,12
pos,208,v,满意,13
pos,208,i,表示感谢,14
pos,208,n,产品,15
pos,208,v,放心,16
pos,208,v,买大,17
pos,208,n,品牌,18
pos,208,n,价康,19
pos,208,nz,物美,20
pos,208,l,售后服务,21
pos,208,v,值得,22
pos,208,n,信赖,23
pos,209,v,支持,0
pos,209,v,安装,1
pos,209,nr,师傅,2
pos,209,vn,服务,3
pos,209,v,送货,4
pos,209,nr,师傅,5
pos,209,vn,服务,6
pos,209,v,送到,7
pos,209,n,楼,8
pos,209,v,安装,9
pos,209,a,固定,10
pos,209,vn,实惠,11
pos,209,v,满意,12
pos,212,v,安装,0
pos,212,n,力,1
pos,212,n,老牌子,2
pos,212,v,值得,3
pos,212,n,信赖,4
pos,212,r,我家,5
pos,212,s,墙壁,6
pos,212,a,矮,7
pos,212,m,一点,8
pos,212,nr,师傅,9
pos,212,a,耐心,10
pos,212,v,帮忙,11
pos,212,v,改,12
pos,217,v,快递,0
pos,217,d,很快,1
pos,217,v,包装,2
pos,217,a,精美,3
pos,217,n,商品质量,4
pos,217,vn,服务,5
pos,218,v,快递,0
pos,218,d,很快,1
pos,218,n,给力,2
pos,218,n,实物,3
pos,218,a,不错,4
pos,219,v,送货,0
pos,219,d,很快,1
pos,219,v,安装,2
pos,219,nr,师傅,3
pos,219,n,热情,4
pos,219,vn,服务,5
pos,219,l,比较满意,6
pos,220,n,物流,0
pos,220,l,货到,1
pos,220,l,打电话,2
pos,220,v,安装,3
pos,220,n,品牌,4
pos,220,v,值得,5
pos,220,n,信赖,6
pos,221,d,特别,0
pos,221,v,满意,1
pos,221,d,很快,2
pos,221,n,物流,3
pos,221,vn,服务,4
pos,221,v,安装,5
pos,221,n,配件,6
pos,221,n,感觉,7
pos,221,a,贵,8
pos,221,m,点,9
pos,222,n,物流,0
pos,222,l,物美价廉,1
pos,222,v,值得,2
pos,222,n,信赖,3
pos,222,v,选择,4
pos,223,v,支持,0
pos,223,v,送货,1
pos,223,n,质量,2
pos,223,s,家里,3
pos,223,ns,东西,4
pos,223,n,全部都是,5
pos,224,a,不错,0
pos,224,n,性价比,1
pos,224,v,超高,2
pos,224,n,大件,3
pos,224,n,商品,4
pos,224,v,值得,5
pos,224,n,信赖,6
pos,224,n,电商,7
pos,224,n,平台,8
pos,225,v,安装,0
pos,225,n,小伙子,1
pos,225,v,负责,2
pos,225,n,热情,3
pos,225,n,礼貌,4
pos,225,v,看起,5
pos,225,n,专业,6
pos,225,v,送货,7
pos,225,nr,师傅,8
pos,225,n,素质,9
pos,225,a,低,10
pos,225,tg,晚,11
pos,225,q,分钟,12
pos,225,s,家门口,13
pos,225,z,大呼小叫,14
pos,225,d,真个,15
pos,225,n,楼,16
pos,225,v,听到,17
pos,225,n,感觉,18
pos,225,v,安装,19
pos,225,t,后期,20
pos,225,n,评价,21
pos,225,v,值得,22
pos,225,n,信赖,23
pos,226,v,满意,0
pos,226,nz,五星,1
pos,226,v,好评,2
pos,226,t,下次,3
pos,227,n,卖家,0
pos,227,vn,服务,1
pos,227,v,满意,2
pos,227,n,购物,3
pos,227,m,两个,4
pos,229,t,国庆,0
pos,229,t,假期,1
pos,229,v,送货,2
pos,229,nz,隔天,3
pos,229,n,效果,4
pos,229,n,温度,5
pos,229,d,很快,6
pos,229,n,价格,7
pos,229,v,涨,8
pos,229,v,希望,9
pos,229,n,产品,10
pos,229,l,经久耐用,11
pos,229,v,不负,12
pos,229,v,期望,13
pos,232,n,物品,0
pos,232,n,质量,1
pos,232,a,不错,2
pos,232,ns,东西,3
pos,232,n,大气,4
pos,232,n,物流,5
pos,232,d,很快,6
pos,232,vn,服务,7
pos,232,v,满意,8
pos,233,n,信赖,0
pos,233,b,超级,1
pos,233,zg,棒,2
pos,233,n,外馆,3
pos,233,v,好看,4
pos,233,n,性价比,5
pos,233,a,高,6
pos,233,v,安装,7
pos,233,nr,师傅,8
pos,233,v,好评,9
pos,234,a,不错,0
pos,234,v,安装,1
pos,234,nr,师傅,2
pos,234,d,很快,3
pos,234,v,安装,4
pos,234,n,用心,5
pos,234,v,实在,6
pos,234,d,太,7
pos,234,v,感谢,8
pos,237,n,物流,0
pos,237,v,超快,1
pos,237,v,安装,2
pos,237,nz,五星,3
pos,237,v,好评,4
pos,238,n,正品,0
pos,238,n,行货,1
pos,238,v,送货,2
pos,238,d,特别,3
pos,238,v,实在,4
pos,238,d,太,5
pos,238,v,赞,6
pos,239,s,家里,0
pos,239,v,装,1
pos,239,m,一台,2
pos,239,v,强排,3
pos,239,n,煤气,4
pos,239,m,十年,5
pos,239,v,打不着,6
pos,239,d,火怕,7
pos,239,v,装,8
pos,239,m,一台,9
pos,239,v,试试看,10
pos,239,l,好不好,11
pos,239,v,好用,12
pos,239,v,淘汰,13
pos,239,q,台,14
pos,239,n,煤气,15
pos,239,v,喜欢,16
pos,239,l,售后服务,17
pos,239,t,昨天,18
pos,239,v,收到,19
pos,239,n,货,20
pos,239,l,打电话,21
pos,239,n,售后,22
pos,239,v,预约,23
pos,239,t,早上,24
pos,239,v,装好,25
pos,239,n,装机,26
pos,239,ng,师,27
pos,239,v,说好,28
pos,239,n,材料,29
pos,239,v,安装,30
pos,239,vn,调试,31
pos,239,n,全包,32
pos,239,rz,这位,33
pos,239,v,安装,34
pos,239,nr,师傅,35
pos,239,vn,服务,36
pos,239,n,热情,37
pos,239,d,特别,38
pos,239,v,交待,39
pos,239,m,一年,40
pos,239,nz,换镁,41
pos,239,a,棒,42
pos,240,n,品牌,0
pos,240,v,值得,1
pos,240,n,信赖,2
pos,240,v,值得,3
pos,240,v,购买,4
pos,240,n,烧水,5
pos,240,d,很快,6
pos,240,vn,生活,7
pos,240,l,必需品,8
pos,241,v,装上,0
pos,241,n,管道,1
pos,241,a,辛苦,2
pos,241,v,安装,3
pos,241,nr,师傅,4
pos,241,n,刚试,5
pos,241,a,挺好,6
pos,241,v,好评,7
pos,245,v,送,0
pos,245,v,安装,1
pos,245,m,两位,2
pos,245,n,小哥,3
pos,245,a,辛苦,4
pos,245,ns,东西,5
pos,245,v,没用,6
pos,245,n,小哥,7
pos,245,d,满分,8
pos,246,a,完美,0
pos,246,n,品牌,1
pos,246,l,物美价廉,2
pos,246,v,值得,3
pos,246,v,拥有,4
pos,247,a,不错,0
pos,247,b,唯一,1
pos,247,v,满意,2
pos,247,v,安装,3
pos,247,nr,师傅,4
pos,247,v,安装,5
pos,247,ng,时,6
pos,247,v,收,7
pos,247,n,材料费,8
pos,247,v,安装,9
pos,247,ng,时,10
pos,247,n,小心,11
pos,247,v,放置,12
pos,247,n,灶,13
pos,247,n,墙渣,14
pos,247,v,致使,15
pos,247,f,旁边,16
pos,247,n,墙渣,17
pos,247,v,刮,18
pos,247,v,花,19
pos,248,n,质量,0
pos,248,i,挺不错,1
pos,248,n,物流,2
pos,248,n,力,3
pos,248,v,安装,4
pos,248,nr,师傅,5
