content_type,index_content,nature,word,index_word
neg,1046,a,差,4
neg,1046,t,当天,5
neg,1046,m,点,6
neg,1046,v,显示,7
neg,1046,m,第二天,8
neg,1046,v,送货,9
neg,1046,m,第二天,10
neg,1046,t,早上,11
neg,1046,v,接到,12
neg,1046,n,电话,13
neg,1046,t,明天,14
neg,1046,v,送,15
neg,1046,m,第三天,16
neg,1046,v,接到,17
neg,1046,n,电话,18
neg,1046,t,明天,19
neg,1046,v,送,20
neg,1046,n,生气,21
neg,1046,v,不行,22
neg,1046,v,送,23
neg,1046,v,挂掉,24
neg,1046,n,电话,25
neg,1046,n,系统,26
neg,1046,v,显示,27
neg,1046,m,三天,28
neg,1046,v,送货,29
neg,1046,n,态度,30
neg,1046,n,购买者,31
neg,1046,n,感觉,32
neg,1046,d,反正,33
neg,1046,v,付,34
neg,1046,n,钱,35
neg,1046,v,爱,36
neg,1046,n,建议,37
neg,1046,v,购买,38
neg,1046,nr,董明珠,39
neg,1046,n,片子,40
neg,1046,d,特别,41
neg,1046,d,不好,42
neg,1046,v,关掉,43
neg,1046,v,开关,44
neg,1046,d,至少,45
neg,1046,n,漏水,46
neg,1046,q,毫升,47
neg,1046,s,家里,48
neg,1046,q,口,49
neg,1046,v,洗,50
neg,1046,n,澡,51
neg,1046,n,漏水,52
neg,1046,q,毫升,53
neg,1046,m,一年,54
neg,1046,n,漏,55
neg,1046,n,水量,56
neg,1046,q,毫升,57
neg,1046,n,水,58
neg,1046,m,一年,59
neg,1046,v,卖,60
neg,1046,m,万台,61
neg,1046,m,一年,62
neg,1046,n,浪费,63
neg,1046,n,水资源,64
neg,1046,d,太,65
neg,1046,v,吓人,66
neg,1046,n,产品,67
neg,1046,n,建议,68
neg,1051,v,加热,0
neg,1051,d,特别,1
neg,1051,a,慢,2
neg,1051,a,慢,3
neg,1051,l,无法忍受,4
neg,1051,n,评论,5
neg,1051,v,加热,6
neg,1051,n,小时,7
neg,1051,n,客服,8
neg,1051,v,不退,9
neg,1051,v,不换,10
neg,1051,nr,瓦和瓦,11
neg,1051,d,随机,12
neg,1051,n,发货,13
neg,1051,v,无语,14
neg,1053,m,点,0
neg,1053,n,配件,1
neg,1053,n,坑,2
neg,1053,v,死,3
neg,1053,n,天,4
neg,1053,v,安装,5
neg,1053,vn,免费,6
neg,1053,v,安装,7
neg,1053,i,挂羊头卖狗肉,8
neg,1053,v,不信,9
neg,1053,m,几根,10
neg,1055,n,垃圾,0
neg,1055,b,超级,1
neg,1055,a,难,2
neg,1055,n,温度,3
neg,1055,v,设定,4
neg,1055,m,七十五,5
neg,1055,zg,度,6
neg,1055,v,洗,7
neg,1055,v,掉下来,8
neg,1055,m,半天,9
neg,1055,v,烧,10
neg,1055,n,压力,11
neg,1055,n,阀,12
neg,1055,d,时不时,13
neg,1055,m,一声,14
neg,1055,v,维修,15
neg,1055,l,打电话,16
neg,1055,n,水压,17
neg,1055,ns,上门,18
neg,1055,n,品牌,19
neg,1055,v,不到,20
neg,1055,vn,设计,21
neg,1055,v,缺陷,22
neg,1055,v,安上,23
neg,1055,v,没住,24
neg,1055,v,肯定,25
neg,1055,v,退货,26
neg,1057,n,安装工,0
neg,1057,d,太,1
neg,1057,a,差,2
neg,1057,v,安装,3
neg,1057,n,专心,4
neg,1057,v,安装,5
neg,1057,n,儿子,6
neg,1057,n,视频,7
neg,1057,n,单手操作,8
neg,1057,n,扳手,9
neg,1057,v,掉,10
neg,1057,n,瓷砖,11
neg,1057,v,砸坏,12
neg,1057,v,装,13
neg,1057,d,太,14
neg,1057,a,高,15
neg,1057,v,集成,16
neg,1057,n,吊顶,17
neg,1057,v,装,18
neg,1057,n,差劲,19
neg,1057,t,本来,20
neg,1057,n,燃气,21
neg,1057,v,想买,22
neg,1057,n,牌子,23
neg,1057,n,质量,24
neg,1057,a,不错,25
neg,1060,v,吐,0
neg,1060,ng,槽,1
neg,1060,v,安装,2
neg,1060,nr,师傅,3
neg,1060,n,老人家,4
neg,1060,n,农村,5
neg,1060,n,骗人,6
neg,1060,t,明明,7
neg,1060,v,写,8
neg,1060,n,安装费,9
neg,1060,v,超过,10
neg,1060,a,善良,11
neg,1060,n,老实,12
neg,1060,n,农民,13
neg,1060,v,欺骗,14
neg,1060,v,想,15
neg,1060,v,赚钱,16
neg,1060,i,取之有道,17
neg,1060,n,所有人,18
neg,1060,v,当成,19
neg,1060,nr,凯子,20
neg,1060,n,财运,21
neg,1064,n,坑,0
neg,1064,d,太,1
neg,1064,n,坑人,2
neg,1064,n,成,3
neg,1064,n,人才,4
neg,1064,n,成,5
neg,1064,n,降价,6
neg,1064,v,买要,7
neg,1064,v,关注,8
neg,1064,l,一段时间,9
neg,1064,a,愉快,10
neg,1064,n,购物,11
neg,1064,t,本来,12
neg,1064,v,想退,13
neg,1064,n,时间,14
neg,1064,n,关系,15
neg,1064,v,忍,16
neg,1064,v,提醒,17
neg,1064,n,购物,18
neg,1064,a,不错,19
neg,1065,v,快递,0
neg,1065,v,挺快,1
neg,1065,v,安装,2
neg,1065,nr,师傅,3
neg,1065,d,太,4
neg,1065,a,黑,5
neg,1065,n,水龙头,6
neg,1065,n,单子,7
neg,1065,v,告诉,8
neg,1065,n,不锈钢,9
neg,1065,n,贵,10
neg,1065,v,安装,11
neg,1065,nr,师傅,12
neg,1065,l,一模一样,13
neg,1065,d,真的,14
neg,1065,n,坑,15
neg,1068,v,安装,0
neg,1068,v,收,1
neg,1068,n,材料费,2
neg,1068,v,配送,3
neg,1068,n,计时,4
neg,1068,v,开关,5
neg,1068,v,放水,6
neg,1068,n,噪声,7
neg,1068,a,很大,8
neg,1068,nr,花洒,9
neg,1068,m,一点,10
neg,1068,a,很烂,11
neg,1068,n,冷热水,12
neg,1068,v,开关,13
neg,1068,vn,调节,14
neg,1068,l,不灵敏,15
neg,1068,n,遥控器,16
neg,1068,d,稍微,17
neg,1068,a,远,18
neg,1068,m,一点,19
neg,1068,l,控制不了,20
neg,1072,v,安装,0
neg,1072,d,太,1
neg,1072,n,坑人,2
neg,1072,n,老丈人,3
neg,1072,m,家,4
neg,1072,v,换,5
neg,1072,a,新,6
neg,1072,v,说好,7
neg,1072,vn,免费,8
neg,1072,v,安装,9
neg,1072,v,挂,10
neg,1072,n,墙,11
neg,1072,v,安装,12
neg,1072,v,打孔,13
neg,1072,v,费,14
neg,1072,n,能用,15
neg,1072,n,角阀,16
neg,1072,n,水管,17
neg,1072,v,得换,18
neg,1072,i,乱七八糟,19
neg,1072,n,理由,20
neg,1072,n,骗钱,21
neg,1072,n,小心,22
neg,1075,ns,东西,0
neg,1075,l,送过来,1
neg,1075,n,价值,2
neg,1075,ns,东西,3
neg,1075,n,安装费,4
neg,1075,v,不想,5
neg,1075,d,真心,6
neg,1075,n,坑,7
neg,1078,n,烧水,0
neg,1078,a,太慢,1
neg,1078,n,水量,2
neg,1078,d,太,3
neg,1078,a,少,4
neg,1078,b,男,5
neg,1078,nz,洗澡水,6
neg,1078,v,只能,7
neg,1078,d,快快,8
neg,1078,v,烧,9
neg,1078,d,到度,10
neg,1078,v,洗澡,11
neg,1078,m,一开,12
neg,1078,l,没多久,13
neg,1078,n,温度,14
neg,1078,v,刷刷,15
neg,1078,v,下降,16
neg,1078,m,两下子,17
neg,1078,n,水,18
neg,1078,v,凉,19
neg,1082,v,安装,0
neg,1082,n,费用,1
neg,1082,d,太,2
neg,1082,a,高,3
neg,1082,v,安装,4
neg,1082,n,费用,5
neg,1082,v,超过,6
neg,1082,n,总计,7
neg,1082,n,收费,8
neg,1082,d,特,9
neg,1082,n,恶心,10
neg,1082,v,给钱,11
neg,1082,v,安装,12
neg,1082,v,投诉,13
neg,1082,v,没用,14
neg,1082,i,真无语,15
neg,1086,n,装上,0
neg,1086,m,几天,1
neg,1086,n,漏水,2
neg,1086,v,维修,3
neg,1086,nr,师傅,4
neg,1086,a,紧,5
neg,1086,m,两个,6
neg,1086,n,螺丝,7
neg,1086,v,没事,8
neg,1086,n,厂家,9
neg,1086,n,出库,10
neg,1086,a,严谨,11
neg,1086,n,出厂,12
neg,1086,v,算不算,13
neg,1086,n,合格,14
neg,1086,n,产品,15
neg,1089,n,价格,0
neg,1089,v,欺骗,1
neg,1089,n,标价,2
neg,1089,n,收费,3
neg,1089,n,建议,4
neg,1089,m,一颗,5
neg,1089,n,星,6
neg,1089,v,安装,7
neg,1089,nr,师傅,8
neg,1089,v,安装,9
neg,1089,v,到位,10
neg,1090,n,下单,0
neg,1090,v,了骗,1
neg,1090,l,没货要到,2
neg,1090,t,年后,3
neg,1090,d,一再,4
neg,1090,v,沟通,5
neg,1090,v,快递,6
neg,1090,v,送来,7
neg,1090,n,水温,8
neg,1090,d,不好,9
neg,1090,vn,调节,10
neg,1090,v,安装,11
neg,1090,v,装,12
neg,1090,d,迟迟,13
neg,1090,v,不肯,14
neg,1090,v,安装,15
neg,1094,n,产品,0
neg,1094,v,没用,1
neg,1094,v,安装,2
neg,1094,d,不好,3
neg,1094,v,收,4
neg,1094,v,合,5
neg,1094,v,花,6
neg,1094,v,卖,7
neg,1095,m,两个,0
neg,1095,n,型号,1
neg,1095,n,升数,2
neg,1095,v,升,3
neg,1095,v,配,4
neg,1095,nz,淋浴器,5
neg,1095,v,升,6
neg,1095,v,不配,7
neg,1095,n,奇葩,8
neg,1095,n,老客户,9
neg,1095,m,第一次,10
neg,1095,a,差,11
neg,1095,n,评,12
neg,1095,n,贡献,13
neg,1097,n,价格,0
neg,1097,v,降,1
neg,1097,v,退,2
neg,1097,n,差价,3
neg,1097,t,当天,4
neg,1097,n,涨价,5
neg,1097,v,只能,6
neg,1097,j,家电,7
neg,1097,v,下乡,8
neg,1097,a,全,9
neg,1097,a,贵,10
neg,1098,ns,东西,0
neg,1098,a,不错,1
neg,1098,v,安装,2
neg,1098,nr,师傅,3
neg,1098,v,装,4
neg,1098,n,不类,5
neg,1098,m,第一次,6
neg,1098,v,见装,7
neg,1098,a,差,8
neg,1098,n,收费,9
neg,1098,a,贵,10
neg,1100,v,安装,0
neg,1100,v,收,1
neg,1100,n,高利贷,2
neg,1100,m,一点,3
neg,1100,ns,东西,4
neg,1100,v,收,5
neg,1100,m,一百多块,6
neg,1100,d,真的,7
neg,1100,n,过分,8
neg,1101,n,安装费,0
neg,1101,n,封顶,1
neg,1101,v,超出,2
neg,1101,n,收费,3
neg,1101,v,安装,4
neg,1101,n,漏水,5
neg,1101,vn,服务,6
neg,1107,v,安装,0
neg,1107,d,太,1
neg,1107,n,差劲,2
neg,1107,v,安装,3
neg,1107,n,材料费,4
neg,1107,v,有没有,5
neg,1107,n,标准,6
neg,1107,d,太,7
neg,1107,n,坑,8
neg,1110,r,为啥,0
neg,1110,a,热,1
neg,1110,d,特别,2
neg,1110,a,慢,3
neg,1110,v,提前,4
neg,1110,m,两个,5
neg,1110,n,小时,6
neg,1110,v,开,7
neg,1110,c,是因为,8
neg,1110,n,容量,9
neg,1117,n,安装费,0
neg,1117,a,贵,1
neg,1117,t,上天,2
neg,1117,m,两百多,3
neg,1117,d,真,4
neg,1117,n,建议,5
neg,1121,v,写,0
neg,1121,n,安装费,1
neg,1121,n,封顶,2
neg,1121,n,坑,3
neg,1124,b,水小,0
neg,1124,v,可怜,1
neg,1124,n,水龙头,2
neg,1124,n,水,3
neg,1124,v,超大,4
neg,1124,v,超急,5
neg,1124,v,装进,6
neg,1124,n,台机,7
neg,1124,b,超级,8
neg,1124,n,垃圾,9
neg,1126,n,极差,0
neg,1126,n,墙,1
neg,1126,d,不好,2
neg,1126,n,建议,3
neg,1126,v,退货,4
neg,1126,v,想想,5
neg,1126,n,办法,6
neg,1127,n,服务态度,0
neg,1127,a,差,1
neg,1127,v,送货,2
neg,1127,a,慢,3
neg,1127,v,安装,4
neg,1127,a,费劲,5
neg,1131,n,价格,0
neg,1131,v,变得,1
neg,1131,d,太,2
neg,1131,a,贵,3
neg,1132,n,物流,0
neg,1132,a,不错,1
neg,1132,v,安装,2
neg,1132,a,慢,3
neg,1143,ns,东西,0
neg,1143,d,暂时,1
neg,1143,ns,上门,2
neg,1143,v,安,3
neg,1143,v,装,4
neg,1143,n,配件,5
neg,1143,nr,太贵,6
neg,1143,v,安装,7
neg,1143,n,开口,8
neg,1143,v,要钱,9
neg,1143,j,家电,10
neg,1143,v,安装,11
neg,1143,n,德性,12
neg,1143,n,太差,13
neg,1143,n,太差,14
neg,1144,d,不好,0
neg,1144,n,水流,1
neg,1147,v,装上去,0
neg,1147,n,漏水,1
neg,1159,d,真的,0
neg,1159,m,第一次,1
neg,1159,n,货,2
neg,1159,v,没到,3
neg,1159,nr,师傅,4
neg,1159,l,打电话,5
neg,1159,vn,免费,6
neg,1159,ns,上门,7
neg,1159,v,安装,8
neg,1159,n,货,9
neg,1159,v,装好,10
neg,1159,n,漏水,11
neg,1159,v,报修,12
neg,1159,n,电话,13
neg,1159,n,客服,14
neg,1159,v,告诉,15
neg,1159,v,报装,16
neg,1159,n,店家,17
neg,1159,v,泄漏,18
neg,1159,n,交易,19
neg,1159,n,信息,20
neg,1159,n,假装,21
neg,1159,n,工作人员,22
neg,1159,ns,上门,23
neg,1159,v,安装,24
neg,1159,v,送货,25
neg,1159,n,人员,26
neg,1159,v,泄露,27
neg,1159,n,信息,28
neg,1159,a,差,29
neg,1159,n,评,30
neg,1159,n,客服,31
neg,1159,v,告诉,32
neg,1159,v,泄漏,33
neg,1159,ng,猴,34
neg,1159,v,耍,35
neg,1159,v,告诉,36
neg,1159,v,放过,37
neg,1159,vn,影响,38
neg,1159,n,消费者,39
neg,1159,n,利益,40
neg,1159,a,差,41
neg,1159,n,评,42
neg,1159,a,差,43
neg,1159,n,评,44
neg,1159,a,差,45
neg,1159,n,评,46
neg,1160,v,安装,0
neg,1160,n,消费者,1
neg,1160,vn,生命,2
neg,1160,v,开玩笑,3
neg,1160,j,防电,4
neg,1160,n,墙,5
neg,1160,n,警示灯,6
neg,1160,nr,师傅,7
neg,1160,v,装好,8
neg,1160,n,灯,9
neg,1160,v,亮,10
neg,1160,n,我心,11
neg,1160,v,疑问,12
neg,1160,v,亮,13
neg,1160,nr,师傅,14
neg,1160,a,要亮,15
neg,1160,v,亮,16
neg,1160,j,防电,17
neg,1160,n,墙,18
neg,1160,vn,工作,19
neg,1160,v,亮,20
neg,1160,v,报修,21
neg,1160,n,障碍,22
neg,1160,d,遂,23
neg,1160,v,打消,24
neg,1160,v,疑虑,25
neg,1160,v,没看,26
neg,1160,n,说明书,27
neg,1160,m,两天,28
neg,1160,m,两次,29
neg,1160,n,热水,30
neg,1160,v,带电,31
neg,1160,n,报,32
neg,1160,v,维修,33
neg,1160,nr,师傅,34
neg,1160,n,灯,35
neg,1160,v,亮,36
neg,1160,n,电路,37
neg,1160,v,请,38
neg,1160,n,电工,39
neg,1160,vn,检修,40
neg,1160,v,发现,41
neg,1160,n,一楼,42
neg,1160,r,有个,43
neg,1160,n,电闸,44
neg,1160,v,烧,45
neg,1160,v,导致,46
neg,1160,n,线,47
neg,1160,v,带电,48
neg,1160,a,幸好,49
neg,1160,n,意外事故,50
neg,1160,v,安装,51
neg,1160,n,人员,52
neg,1160,n,专业,53
neg,1160,n,素质,54
neg,1160,d,太,55
neg,1160,a,低,56
neg,1160,v,犯,57
neg,1160,b,低级,58
neg,1160,n,错误,59
neg,1160,nr,原谅,60
neg,1160,n,差评,61
neg,1164,d,真的,0
neg,1164,m,第一次,1
neg,1164,n,差评,2
neg,1164,l,好不好,3
neg,1164,d,用先,4
neg,1164,n,售后,5
neg,1164,d,真的,6
neg,1164,n,太差,7
neg,1164,n,系统,8
neg,1164,d,太,9
neg,1164,v,完善,10
neg,1164,n,售后,11
neg,1164,n,电话,12
neg,1164,n,总占线,13
neg,1164,a,不通,14
neg,1164,vn,微信,15
neg,1164,v,预约,16
neg,1164,a,成功,17
neg,1164,m,半个,18
neg,1164,n,小时,19
neg,1164,vn,自动,20
neg,1164,v,取消,21
neg,1164,n,电话,22
neg,1164,v,通知,23
neg,1164,vn,微信,24
neg,1164,n,平台,25
neg,1164,v,通知,26
neg,1164,ad,仔细,27
neg,1164,n,广告,28
neg,1164,d,太,29
neg,1164,v,耽误,30
neg,1164,n,事,31
neg,1164,v,预约,32
neg,1164,n,时间,33
neg,1164,r,在家,34
neg,1164,a,傻,35
neg,1164,n,问,36
neg,1164,n,客服,37
neg,1164,m,半天,38
neg,1164,n,客服,39
neg,1164,l,不回话,40
neg,1164,d,刚刚,41
neg,1164,v,预约,42
neg,1164,m,一遍,43
neg,1164,v,取消,44
neg,1164,d,真的,45
neg,1164,v,退货,46
neg,1164,n,热水,47
neg,1164,v,摆设,48
neg,1165,a,差,0
neg,1165,n,评,1
neg,1165,v,装上去,2
neg,1165,vn,遥控,3
neg,1165,nt,安装公司,4
neg,1165,v,派,5
neg,1165,nr,师傅,6
neg,1165,v,没留,7
neg,1165,n,工号,8
neg,1165,v,实在,9
neg,1165,n,态度,10
neg,1165,a,差,11
neg,1165,n,坑,12
neg,1165,t,本来,13
neg,1165,n,水管,14
neg,1165,n,洞,15
neg,1165,v,预留,16
neg,1165,d,硬是,17
neg,1165,n,电钻,18
neg,1165,v,搞,19
neg,1165,v,收钱,20
neg,1165,v,压,21
neg,1165,n,下水管,22
neg,1165,v,发现,23
neg,1165,n,漏水,24
neg,1165,v,弄,25
neg,1165,v,死活,26
neg,1165,v,换,27
neg,1165,v,换该,28
neg,1165,n,钱,29
neg,1165,v,肯定,30
neg,1165,v,拽,31
neg,1165,v,拽,32
neg,1165,n,样子,33
neg,1165,n,大爷,34
neg,1165,v,服侍,35
neg,1165,t,下次,36
neg,1165,n,贵点,37
neg,1167,n,玩意,0
neg,1167,v,安装,1
neg,1167,mq,零件,2
neg,1167,v,收,3
neg,1167,s,网上,4
neg,1167,n,记录,5
neg,1167,n,事,6
neg,1167,v,保障,7
neg,1167,mq,零件,8
neg,1167,ad,详细,9
neg,1167,n,价格,10
neg,1167,s,网上,11
neg,1167,v,公布,12
neg,1167,vn,欺,13
neg,1167,v,不让,14
neg,1167,n,消费者,15
neg,1167,n,漏洞,16
neg,1167,v,导致,17
neg,1167,m,一刻,18
neg,1167,v,安装,19
neg,1167,n,人员,20
neg,1167,v,吵架,21
neg,1167,n,名牌,22
neg,1167,n,售后,23
neg,1167,v,玩,24
neg,1167,a,差,25
neg,1167,n,评,26
neg,1167,n,官方,27
neg,1167,n,答案,28
neg,1167,z,忽悠,29
neg,1167,n,消费者,30
neg,1167,n,建设性,31
neg,1167,v,改变,32
neg,1168,n,产品,0
neg,1168,v,安装,1
neg,1168,n,过程,2
neg,1168,ns,中太,3
neg,1168,n,坑人,4
neg,1168,nr,承重墙,5
neg,1168,v,要加,6
neg,1168,n,架子,7
neg,1168,n,收费,8
neg,1168,n,墙砖,9
neg,1168,n,强度,10
neg,1168,v,打孔,11
neg,1168,v,损伤,12
neg,1168,n,钻头,13
neg,1168,nr,孔,14
neg,1168,n,收费,15
neg,1168,n,钱,16
neg,1168,v,安装,17
neg,1168,nr,花洒,18
neg,1168,i,浴室柜,19
neg,1168,v,安装,20
neg,1168,nr,师傅,21
neg,1168,s,墙上,22
neg,1168,v,打孔,23
neg,1168,a,轻松,24
neg,1168,n,收费,25
neg,1168,v,询问,26
neg,1168,nr,师傅,27
neg,1168,l,没听说过,28
neg,1168,v,打孔,29
neg,1168,n,收费,30
neg,1168,n,个差,31
neg,1168,v,评,32
neg,1168,v,希望,33
neg,1168,v,上当,34
neg,1169,a,差,0
neg,1169,n,评,1
neg,1169,b,特级,2
neg,1169,a,差,3
neg,1169,n,评,4
neg,1169,v,说好,5
neg,1169,vn,免费,6
neg,1169,v,安装,7
neg,1169,n,收费,8
neg,1169,v,请,9
neg,1169,n,电工,10
neg,1169,v,说好,11
neg,1169,v,回访,12
neg,1169,v,接到,13
neg,1169,n,电话,14
neg,1169,v,安排,15
neg,1169,v,安装,16
neg,1169,ng,师,17
neg,1169,v,询问,18
neg,1169,n,情况,19
neg,1169,vn,免费,20
neg,1169,v,安装,21
neg,1169,v,挂到,22
neg,1169,s,墙上,23
neg,1169,j,通电,24
neg,1169,v,试,25
neg,1169,n,水,26
neg,1169,v,购置,27
neg,1169,n,品牌,28
neg,1169,t,星期,29
neg,1169,v,没法,30
neg,1169,b,超级,31
neg,1169,n,差评,32
neg,1173,m,一点,0
neg,1173,n,理想,1
neg,1173,v,安装,2
neg,1173,n,混,3
neg,1173,n,水阀,4
neg,1173,a,坏,5
neg,1173,n,漏水,6
neg,1173,vn,服务,7
neg,1173,n,关门,8
neg,1173,v,算了,9
neg,1173,n,老人,10
neg,1173,r,在家,11
neg,1173,v,先买,12
neg,1173,n,混,13
neg,1173,n,水阀,14
neg,1173,v,说用,15
neg,1173,an,安,16
neg,1173,v,安装,17
neg,1173,a,配套,18
neg,1173,v,收,19
neg,1173,n,老人家,20
neg,1173,m,一百,21
neg,1173,v,欺骗,22
neg,1173,n,老人家,23
neg,1173,m,一肚子,24
neg,1173,n,火,25
neg,1173,a,差,26
neg,1173,n,评,27
neg,1173,n,差,28
neg,1173,m,一颗,29
neg,1173,n,星,30
neg,1173,v,不想,31
neg,1181,a,差,0
neg,1181,n,评,1
neg,1181,l,买回来,2
neg,1181,n,装上,3
neg,1181,n,漏水,4
neg,1181,v,退货,5
neg,1181,m,第一次,6
neg,1181,v,失望,7
neg,1181,n,产品,8
neg,1182,n,差评,0
neg,1182,v,快递,1
neg,1182,d,约,2
neg,1182,v,送货,3
neg,1182,n,时间,4
neg,1182,v,丢,5
neg,1182,f,旁边,6
neg,1182,v,跑,7
neg,1190,n,商品,0
neg,1190,vn,服务,1
neg,1190,d,不好,2
neg,1190,v,失望,3
neg,1190,v,实在,4
neg,1190,d,太,5
neg,1190,a,差,6
neg,1190,l,没话说,7
neg,1193,d,太,0
neg,1193,n,坑人,1
neg,1193,v,安装,2
neg,1193,n,管件,3
neg,1193,nr,太贵,4
neg,1193,n,价格,5
neg,1193,v,瞎,6
neg,1193,n,收费,7
neg,1193,v,挂,8
neg,1193,n,墙,9
neg,1193,n,架子,10
neg,1193,n,塑料,11
neg,1193,v,弯头,12
neg,1193,v,安装,13
neg,1193,v,破,14
neg,1193,n,管件,15
neg,1193,v,收,16
neg,1193,n,收费,17
neg,1193,d,真,18
neg,1196,v,安装,0
neg,1196,nr,师傅,1
neg,1196,m,两个,2
neg,1196,n,服务态度,3
neg,1196,v,实在,4
neg,1196,n,太差,5
neg,1196,i,挑三拣四,6
neg,1197,vn,遥控,0
neg,1197,v,没用,1
neg,1197,m,几次,2
neg,1197,v,保修,3
neg,1197,v,装,4
neg,1197,a,高,5
neg,1197,an,麻烦,6
neg,1197,v,死,7
neg,1199,n,漏水,0
neg,1201,n,建议,0
neg,1201,n,产品,1
neg,1201,v,欺骗,2
neg,1201,nr,特强,3
neg,1201,n,质量,4
neg,1201,d,先,5
neg,1201,v,安装,6
neg,1201,m,一块,7
neg,1201,i,拐弯抹角,8
neg,1201,n,骗钱,9
neg,1203,vn,服务,0
neg,1203,n,极差,1
neg,1203,v,安装,2
neg,1203,v,安排,3
neg,1203,t,年后,4
neg,1203,d,最少,5
neg,1203,q,天,6
neg,1203,n,时间,7
neg,1203,d,真的,8
neg,1203,d,太,9
neg,1203,n,垃圾,10
neg,1203,v,推卸,11
neg,1203,n,责任,12
neg,1203,a,差,13
neg,1203,n,评,14
neg,1203,v,退货,15
neg,1207,v,升温,0
neg,1207,a,较慢,1
neg,1207,n,安装费,2
neg,1207,a,贵,3
neg,1207,n,离谱,4
neg,1207,m,几个,5
neg,1207,n,螺丝,6
neg,1207,m,一米,7
neg,1207,n,管子,8
neg,1207,n,安装费,9
neg,1207,n,坑人,10
neg,1207,q,点,11
neg,1207,n,材料,12
neg,1207,v,买超,13
neg,1207,v,回访,14
neg,1207,v,扯淡,15
neg,1210,n,烧水,0
neg,1210,a,太慢,1
neg,1210,v,烧,2
neg,1210,n,一缸水,3
neg,1210,m,三四个,4
neg,1210,n,小时,5
neg,1210,d,慢慢,6
neg,1226,t,昨天,0
neg,1226,n,降价,1
neg,1226,n,垃圾,2
neg,1227,v,加热,0
neg,1227,n,速度,1
neg,1227,n,贼,2
neg,1227,m,几把,3
neg,1227,a,慢,4
neg,1230,l,售后服务,0
neg,1230,n,极差,1
neg,1230,n,乱收费,2
neg,1230,v,装完,3
neg,1231,n,客服,0
neg,1231,zg,行,1
neg,1231,n,售后,2
neg,1231,d,太,3
neg,1231,a,差,4
neg,1231,v,装完,5
neg,1231,n,阀门,6
neg,1231,n,漏水,7
neg,1231,v,挺费,8
neg,1231,n,事儿,9
neg,1231,v,退换,10
neg,1231,v,就让,11
neg,1231,v,维修,12
neg,1231,v,连看,13
neg,1231,v,没看,14
neg,1231,n,电话,15
neg,1231,n,态度,16
neg,1231,d,不好,17
neg,1231,l,真服了,18
neg,1231,v,懂,19
neg,1231,n,态度,20
neg,1231,m,点,21
neg,1231,n,解决问题,22
neg,1231,v,维修,23
neg,1231,n,电话,24
neg,1231,v,没接,25
neg,1231,v,申请,26
neg,1231,v,退货,27
neg,1231,v,申请,28
neg,1231,vn,自动,29
neg,1231,v,取消,30
neg,1231,n,系统,31
neg,1231,v,认,32
neg,1231,t,下次,33
neg,1236,vn,服务,0
neg,1236,n,太度,1
neg,1236,i,不敢相信,2
neg,1236,d,特别,3
neg,1236,n,牛,4
neg,1236,v,安装,5
neg,1236,n,人员,6
neg,1236,t,明明,7
neg,1236,v,装,8
neg,1236,v,歪,9
neg,1236,d,非,10
neg,1236,v,歪,11
neg,1236,n,姐,12
neg,1236,n,眼神,13
neg,1236,d,不好,14
neg,1236,v,想法,15
neg,1236,v,装,16
neg,1236,n,省事,17
neg,1236,v,装,18
neg,1236,v,抱怨,19
neg,1236,v,抱怨,20
neg,1236,d,再也,21
neg,1236,n,购物,22
neg,1237,l,送货员,0
neg,1237,ns,台风,1
neg,1237,n,暴雨,2
neg,1237,l,送过来,3
neg,1237,v,安装,4
neg,1237,v,无语,5
neg,1239,v,安装,0
neg,1239,nr,师傅,1
neg,1239,l,不负责任,2
neg,1239,v,打孔,3
neg,1239,n,墙砖,4
neg,1239,v,打碎,5
neg,1239,v,无语,6
neg,1243,n,安装费,0
neg,1243,d,最少,1
neg,1243,n,态度,2
neg,1243,n,极差,3
neg,1243,d,果断,4
neg,1243,v,退货,5
neg,1246,v,安装,0
neg,1246,n,封顶,1
neg,1246,v,装,2
neg,1246,n,块钱,3
neg,1246,n,坑人,4
neg,1256,v,加热,0
neg,1256,a,太慢,1
neg,1256,v,打开,2
neg,1256,v,烧,3
neg,1256,n,小时,4
neg,1256,v,烧到,5
neg,1256,v,说好,6
neg,1256,n,材料,7
neg,1256,v,安装,8
neg,1256,v,安装,9
neg,1256,n,师父,10
neg,1256,n,材料,11
neg,1256,n,安装费,12
neg,1256,n,售后,13
neg,1256,l,打电话,14
neg,1256,v,拧上,15
neg,1256,v,拧,16
neg,1256,a,坏,17
neg,1256,v,算,18
neg,1256,v,拧,19
neg,1256,n,客服,20
neg,1256,l,打电话,21
neg,1256,n,问问,22
neg,1256,n,客服,23
neg,1256,v,安装,24
neg,1256,nr,师傅,25
neg,1256,v,提供,26
neg,1256,n,材料,27
neg,1256,n,漏水,28
neg,1256,v,提供,29
neg,1256,n,材料,30
neg,1256,n,角阀,31
neg,1256,v,缠,32
neg,1256,v,防水,33
neg,1256,n,胶带,34
neg,1256,d,真,35
neg,1256,n,漏水,36
neg,1256,n,材料,37
neg,1256,n,公司,38
neg,1256,n,钱,39
neg,1256,v,提供,40
neg,1256,n,材料,41
neg,1256,i,糊弄人,42
neg,1256,v,下回,43
neg,1256,d,真,44
neg,1256,ns,东西,45
neg,1256,vn,服务,46
