,评论
511,双十一买的，物流还是很快的，收到货以后没有看到哪里损坏，包装的还是蛮好的，也试了一下热东西，热东西很快，也是第一次在网上买美的微波炉，相信这个牌子的质量，先用一段时间看看，后期有什么在来追评！
512,这是买的第二个了，家里用的很好，这是给办公室买的，实惠好用
513,体积小，给爸妈用很方便哦，而且价钱也便宜！
514,很好用，容量适中，黑白经典设计十分耐看，好评
515,此用户没有填写评论!
516,特别好用  干活回来直接饭菜放里面打2分钟就可以吃热乎的饭了 真棒
517,小白入手最佳选择，操作简单快捷。
518,简单，满意
519,大家放心购买，我们单位用的这一款，我给家里也买了一台，很好用！
520,此用户没有填写评论!
521,上一个微波炉也是美的，用了七年，最近门坏了。本次又拍了一个美的，功能简单，易操作，说明书贴在了门上，热饭一目了然。用的放心。
522,包装很好一到家就用了操作方便非常适合老人使用
523,实用，质量好，好评
524,此用户没有填写评论!
525,品牌商家，物美价廉，不错，值得购买
526,外观材质：比较美观 多功能介绍：控制采用机械式的比电脑式的加热食品更加均匀
527,微波炉已经完好无损都收到了。已经使用了，没发现任何的质量问题。全五分
528,宝贝很好，价格实用外表美观，值得推荐
529,操作简单 好看 性价比很高
530,此用户没有填写评论!
531,还是喜欢这种传统的按钮的，老一辈使用操作也简单，效果不错。
532,很好用，也很好看，效果质量都不错，好评，推荐&hellip;&hellip;
533,烤了个地瓜🍠非常好用，以后热菜方便了，客服态度很好，物流也很快。满意五星好评！
534,收到了！  马上试一下  热菜很快  准备再回购一台给爸妈
535,用着挺好，小巧玲珑，热的挺快
536,给妈妈买的，不然热菜总是不方便，她可开心啦
537,刚开始发的货被压坏了，退货换货麻烦*了，（主要是收货人打不通电话）不过新换的这个货用起来很不错，颜值又高，转纽设计很贴合老年人的使用习惯！强调：对商品满意，不是对售后满意！
538,包装很好，发货神速。前一天拍货第二天中午就收到了货。而且事前都有电话联系，收货后有回访。送货上门。客服态度很好。宝贝使用了，效果非常好。老品牌值得信赖。价格也合适。家用嘛，很好。
539,正在用着还挺好，想买微波炉没挑，选了销量最高的又便宜的。热个食物够用了，但是提醒大家，偶尔用就好，微波炉加热的食物还是没锅那么对胃好，我吃了微波炉加热的东西后胃不舒服，很胀气。除非是一些食物锅热不了的，不然不要用微波炉。对自己的胃好一点！
540,外观大气，大小合适，家用很方便。。。
541,此用户没有填写评论!
542,白色很正，尺寸也合适！
543,给姐姐家买的，质量可以方便实用。
544,买的第三个这个微波炉了。感觉性价比很高，没有很多复杂的功能，简简单单的。很方便很快捷。没拍图，就祝大家事事如意吧~
545,还没用，小容量的刚刚好
546,很漂亮，也很好用，给孩子做早餐很方便！
547,物美价廉，值得拥有，下次还来光顾！
548,用着很方便，热菜速度很快，功能齐全，满意
549,看网上测评选的，真的挺好的，性价比很高
550,刚刚打开包装里面拿出来机器插上电试了一下非常好用，加热很快，非常喜欢这个
551,宝贝真好用，加热快。
552,很好 很方便 放家里很适合用 而且是转盘的受热均匀
553,很好，冬天热菜非常方便
554,很小巧，机械式的简洁方便，很实用！
555,外观简单大方，很好用，一会就热了
556,微波炉当然选美的～喜欢这款旋钮的操作简单 白白净净很大气。 客服聂天很赞哦～！
557,此用户没有填写评论!
558,自己买了第二次了，服务特别好，质量也好，下次还会来
559,质量还不错，信任这个品牌所以才买的
560,买回来就让爸爸试了一下，很好用
561,微波炉是我喜欢的加热很快很方便 全家都喜欢，￼物超所值，质量上有保证，靠红薯都能烤熟 非常好
562,微波炉好用 功能多 容量大
563,东西收到了 好用 有颜值 喜欢
564,简约款，婆婆会用，热菜挺方便的，旋转一下就可以了
565,喜欢它的外观才买，作为家用品这一点很重要。很好！
566,老妈念叨微波炉念叨好几年了，终于给她买上了，老妈很开心，我也用了一下，确实好用、实用😁
567,非常漂亮，很喜欢，推荐购买
568,自己家用，还不错，反正该有的功能都有，热菜啥的也挺好，主要是便宜
569,外观美丽 也实用 大家快买快买！
570,这个我已经烤了烤翅，都很好用，很不错的微波炉，商品品质热菜非常快，热得好均匀！一分钱一分货。像这样比较简单的款式，老年人也会用，这款体积不大，一点也不会觉得它占地方，谢谢客服的耐心解答。
571,此用户没有填写评论!
572,非常好用，方便快捷，还不贵，需要再来下单
573,热东西很快，声音也很大，凑合用吧。这么沉的东西快递就仍在驿站不管送，还有直播间抽奖活动就是个坑！
574,价格实惠，适合小户型的使用
575,微波炉收到了，很好，精致漂亮。喜欢
576,多功能介绍：简单好用
577,很好，很满意
578,非常好用，热东西速度也快，这段时间忙的没评价，很满意
579,此用户没有填写评论!
